#Constant Temperature fit results; RIPL III discrete level library; March 2020 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  72 174 Hf   0.46549   0.02475   0.09607   0.07376 146  40   7   9  1.79800  1.22677  1.367E-02 *     0             3.861
  72 175 Hf   0.45746   0.02557  -0.73890   0.07245 178  27  11   5  0.81870  0.19640  2.361E-02 *     0             3.945
  72 176 Hf   0.44898   0.02614   0.11464   0.09398 203  88   7  12  2.11680  1.34131  1.333E-02 *     0             4.170
  72 177 Hf   0.44041   0.02627  -0.63987   0.08565 147  35  19   4  0.94809  0.32132  7.907E-03 *     0             3.434
  72 178 Hf   0.43209   0.02584   0.13887   0.08787 196  69   7  17  1.95642  1.40944  1.553E-02 *     0             3.860
  72 179 Hf   0.42428   0.02485  -0.52920   0.08513 240  49  18   9  1.12082  0.47633  8.564E-03 *     0             4.050
  72 180 Hf   0.41711   0.02349   0.14575   0.07703 282  59   7   7  1.83900  1.14155  1.546E-02 *     0             3.571
  72 181 Hf   0.41067   0.02195  -0.36404   0.06151 188  36   7  11  1.17819  0.59527  2.910E-02 *     0             3.663
  72 182 Hf   0.40505   0.02045   0.42065   0.05198  32  22   7   2  1.98840  0.09779  8.936E-02 * F   0             4.864
  72 183 Hf   0.40032   0.01919   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  72 184 Hf   0.39658   0.01833   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  72 185 Hf   0.39391   0.01797   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  72 186 Hf   0.39242   0.01813   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  72 187 Hf   0.39223   0.01873   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  72 188 Hf   0.39348   0.01964   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  72 189 Hf   0.39637   0.02069   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  72 190 Hf   0.40112   0.02172   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  73 155 Ta   0.32673   0.01452   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  73 156 Ta   0.33072   0.01418   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  73 157 Ta   0.33724   0.01403   0.00000   1.00000  12   1   1   4  0.00000  1.56720                  0             0.000
  73 158 Ta   0.34614   0.01416   0.67860   0.02849  47   8   7   1  1.39188  0.00000  2.237E-02       0             0.000
  73 159 Ta   0.35724   0.01467   0.00000   1.00000   5   1   1   5  0.00000  1.91160                  0             0.000
  73 160 Ta   0.37035   0.01564   0.00000   1.00000   1   1   1   1  0.11000  0.00000                  0             0.000
  73 161 Ta   0.38519   0.01709   1.31314   0.04568  60  15  14   1  2.38220  0.00000  6.119E-02   F   0             6.859
  73 162 Ta   0.40137   0.01897   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  73 163 Ta   0.41826   0.02110   1.24826   0.05709  45  16  14   1  2.44360  0.00000  6.036E-02   F   0             6.757
  73 164 Ta   0.43499   0.02321   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  73 165 Ta   0.45036   0.02493   1.75389   0.06739  25  16  14   1  3.17450  0.00000  2.082E-01   F   0             8.555
  73 166 Ta   0.46319   0.02588   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  73 167 Ta   0.47305   0.02603  -0.80407   0.07578 232  24  14   1  0.67870  0.00000  6.277E-02   F   0             3.402
  73 168 Ta   0.47982   0.02553   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  73 169 Ta   0.48351   0.02468  -0.95830   0.07158 183  24  14   1  0.56850  0.00000  4.656E-02       0             3.219
  73 170 Ta   0.48431   0.02384   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  73 171 Ta   0.48249   0.02335  -0.91229   0.06714 204  23  14   1  0.59639  0.00000  6.809E-02   F   0             3.613
  73 172 Ta   0.47846   0.02339  -0.85050   0.06032  54  27   7   1  0.71730  0.00000  1.627E-01   F   0             4.383
  73 173 Ta   0.47264   0.02393  -0.74048   0.06736  65  20  14   7  0.66856  0.25308  5.642E-02   F   0             4.019
  73 174 Ta   0.46549   0.02475  -0.07762   0.04977  26   8   7   2  0.88541  0.07700  1.570E-02       0             0.000
  73 175 Ta   0.45746   0.02557  -0.83432   0.06981 124  17  14   1  0.46141  0.00000  9.764E-02   F   0             3.441
  73 176 Ta   0.44898   0.02614  -0.81234   0.05923  67  14   7   1  0.35250  0.00000  2.730E-01   F   0             3.686
  73 177 Ta   0.44041   0.02627  -0.74693   0.07460 196  27  11  18  0.73740  0.49742  1.223E-02 *     0             3.665
  73 178 Ta   0.43209   0.02584  -0.76355   0.07761 139  29  14   1  0.71200  0.00000  1.545E-02 *     0             5.489
  73 179 Ta   0.42428   0.02485  -0.53368   0.08040 160  37  17   2  1.06400  0.03070  1.792E-02 *     0             3.858
  73 180 Ta   0.41711   0.02349  -0.92390   0.09005 240 112  14  10  1.04314  0.23435  1.694E-02 *     0             4.507
  73 181 Ta   0.41067   0.02195  -0.18443   0.06605 117  50   7  17  1.68530  0.96499  5.225E-02 * F   0             5.135
  73 182 Ta   0.40505   0.02045  -0.83868   0.06949 181  58  14   8  0.80507  0.23729  1.698E-02 *     0             3.586
  73 183 Ta   0.40032   0.01919  -0.33936   0.05119  38  25   8   1  0.97140  0.00000  2.058E-02 *     0             3.977
  73 184 Ta   0.39658   0.01833   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  73 185 Ta   0.39391   0.01797  -0.00753   0.04803  26  15  14   1  1.07400  0.00000  5.059E-02   F   0             3.819
  73 186 Ta   0.39242   0.01813   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  73 187 Ta   0.39223   0.01873   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  73 188 Ta   0.39348   0.01964   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  73 189 Ta   0.39637   0.02069   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  73 190 Ta   0.40112   0.02172   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  73 191 Ta   0.40804   0.02257   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  73 192 Ta   0.41742   0.02316   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  73 193 Ta   0.42936   0.02351   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  73 194 Ta   0.44393   0.02375   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 157 W    0.33724   0.01403   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  74 158 W    0.34614   0.01416   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  74 159 W    0.35724   0.01467   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 160 W    0.37035   0.01564   0.00000   1.00000  13   1   1   5  0.00000  2.22830                  0             0.000
  74 161 W    0.38519   0.01709   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 162 W    0.40137   0.01897   1.60179   0.03817  20   8   7   1  2.42580  0.00000  2.394E-02       0             0.000
  74 163 W    0.41826   0.02110   0.20436   0.04243  39   8   7   4  1.07950  0.48030  1.727E-02       0             0.000
  74 164 W    0.43499   0.02321   1.15381   0.04924  43  10   7   4  2.23860  1.42920  2.061E-01   F   0             3.818
  74 165 W    0.45036   0.02493   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  74 166 W    0.46319   0.02588   1.04176   0.05204  42   8   7   4  2.02020  1.22590  3.243E-02       0             0.000
  74 167 W    0.47305   0.02603   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 168 W    0.47982   0.02553   0.46267   0.05548  68  11   7   3  1.60030  0.56230  1.368E-01   F   0             3.373
  74 169 W    0.48351   0.02468   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 170 W    0.48431   0.02384   0.13134   0.05402  68  13   7   4  1.36340  0.87553  3.009E-02       0             2.983
  74 171 W    0.48249   0.02335  -0.68031   0.04913  83  10   7   1  0.39540  0.00000  1.583E-01   F   0             4.025
  74 172 W    0.47846   0.02339   0.70466   0.04844  50   9   7   5  1.76220  1.14680  2.711E-02       0             0.000
  74 173 W    0.47264   0.02393  -0.63498   0.04794  31   8   7   1  0.36226  0.00000  6.714E-02   F   0             0.000
  74 174 W    0.46549   0.02475   0.57791   0.05505  30  12   7   5  1.70550  1.13890  1.001E-01   F   0             4.486
  74 175 W    0.45746   0.02557  -0.70815   0.05740  44  13   7   1  0.45748  0.00000  1.785E-01   F   0             3.165
  74 176 W    0.44898   0.02614   0.15031   0.07627 120  37   7   8  1.75900  1.11700  5.281E-02   F   0             3.477
  74 177 W    0.44041   0.02627  -0.74338   0.06227 158  17   7  23  0.49447  0.73174  2.129E-01   F   0             3.428
  74 178 W    0.43209   0.02584   0.17428   0.06518 275  20   7  18  1.44960  1.41768  5.595E-02   F   0             2.711
  74 179 W    0.42428   0.02485  -0.61479   0.07645 186  31  15   8  0.85698  0.37282  1.337E-02 *     0             3.706
  74 180 W    0.41711   0.02349   0.30335   0.06580 164  31   7  11  1.72985  1.30758  7.624E-03 *     0             3.649
  74 181 W    0.41067   0.02195  -0.50823   0.06364  92  29  11  19  0.95345  0.67520  1.709E-02 *     0             3.533
  74 182 W    0.40505   0.02045   0.47738   0.06199 179  43   7  16  2.02357  1.62128  1.211E-02 *     0             3.608
  74 183 W    0.40032   0.01919  -0.49679   0.05734 336  43   8  12  0.99960  0.48538  9.617E-03 *     0             3.451
  74 184 W    0.39658   0.01833   0.24031   0.05257 258  34   7   8  1.63700  1.12144  8.208E-03 *     0             3.057
  74 185 W    0.39391   0.01797  -0.47067   0.05397 347  55   7   8  1.18135  0.24362  3.180E-02 *     0             2.501
  74 186 W    0.39242   0.01813   0.14964   0.04847  77  26   7   6  1.46377  0.86228  1.999E-02 *     0             2.844
  74 187 W    0.39223   0.01873  -0.50985   0.06379 310  64  11   6  1.11420  0.30335  1.210E-02 *     0             3.122
  74 188 W    0.39348   0.01964   0.08066   0.04174  39  10   7   4  0.97937  0.62814  4.603E-02       0             0.000
  74 189 W    0.39637   0.02069   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 190 W    0.40112   0.02172   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  74 191 W    0.40804   0.02257   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 192 W    0.41742   0.02316   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  74 193 W    0.42936   0.02351   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 194 W    0.44393   0.02375   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 195 W    0.46126   0.02409   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 196 W    0.48147   0.02481   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  74 197 W    0.50471   0.02632   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  75 159 Re   0.35724   0.01467   0.00000   1.00000   2   1   1   2  0.00000  0.21000                  0             0.000
  75 160 Re   0.37035   0.01564   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  75 161 Re   0.38519   0.01709   1.78326   0.04622  26  16  14   2  2.94290  0.12380  2.145E-01   F   0             7.117
  75 162 Re   0.40137   0.01897   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  75 163 Re   0.41826   0.02110   1.06128   0.05641  21  15  14   2  2.18700  0.11500  1.587E-02       0             6.242
  75 164 Re   0.43499   0.02321   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  75 165 Re   0.45036   0.02493   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  75 166 Re   0.46319   0.02588   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  75 167 Re   0.47305   0.02603   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  75 168 Re   0.47982   0.02553   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  75 169 Re   0.48351   0.02468  -0.40033   0.06678 138  16  14   1  0.94001  0.00000  2.429E-02       0             3.903
  75 170 Re   0.48431   0.02384   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  75 171 Re   0.48249   0.02335  -0.75170   0.06385 222  17  14   1  0.61441  0.00000  2.325E-02       0             3.293
  75 172 Re   0.47846   0.02339   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  75 173 Re   0.47264   0.02393  -0.36325   0.06394  53  15  14   1  0.95110  0.00000  1.028E-01   F   0             4.099
  75 174 Re   0.46549   0.02475   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  75 175 Re   0.45746   0.02557  -0.58480   0.06837 111  15  14   1  0.63850  0.00000  6.010E-02   F   0             4.056
  75 176 Re   0.44898   0.02614  -0.17526   0.05365  21   9   7   1  0.91130  0.00000  3.843E-01   F   0             0.000
  75 177 Re   0.44041   0.02627  -0.57714   0.07016 148  15  14   1  0.64273  0.00000  1.055E-01   F   0             3.471
  75 178 Re   0.43209   0.02584   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  75 179 Re   0.42428   0.02485  -0.50396   0.06719 138  16  14   1  0.67698  0.00000  6.314E-02   F   0             3.851
  75 180 Re   0.41711   0.02349  -0.74836   0.05940 138  23   7   1  0.50780  0.00000  2.606E-01   F   0             4.926
  75 181 Re   0.41067   0.02195  -0.32542   0.06195 164  20  14  13  0.87271  0.64625  7.262E-02   F   0             3.686
  75 182 Re   0.40505   0.02045  -0.57150   0.05268  79  24   7   2  0.70820  0.06000  1.293E-01   F   0             4.278
  75 183 Re   0.40032   0.01919  -0.20825   0.05481 183  30   9   5  1.12715  0.49624  1.049E-02 *     0             3.494
  75 184 Re   0.39658   0.01833  -0.68219   0.06217 122  45  19   1  0.82550  0.00000  8.399E-03 *     0             4.400
  75 185 Re   0.39391   0.01797  -0.16167   0.04459  67  19   7  10  0.96600  0.75750  1.876E-02 *     0             3.302
  75 186 Re   0.39242   0.01813  -0.76857   0.05978 168  42  17   1  0.69134  0.00000  9.453E-03 *     0             3.080
  75 187 Re   0.39223   0.01873  -0.37379   0.05869  85  37  13   4  1.04256  0.30336  1.177E-02 *     0             3.099
  75 188 Re   0.39348   0.01964  -0.83895   0.07619 176 122  14   5  1.04916  0.17208  1.000E-02 *     0             2.653
  75 189 Re   0.39637   0.02069  -0.37885   0.04975  37  17   7   1  0.73780  0.00000  3.571E-02 *     0             3.108
  75 190 Re   0.40112   0.02172   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  75 191 Re   0.40804   0.02257  -0.48932   0.05591  40  22   7   1  0.87600  0.00000  5.498E-02 * F   0             0.000
